id	name	iso_code	glottocode	phylum_id	genus_id	contributor_id	source	comments	dialect	latitude	longitude	head_dialect	alternate_names	deprecated
439	Udmurt (Krasnoufimsk)	udm		15	99	2	Насибуллин, Р.Ш. 1978. Наблюдения над языком красноуфимских удмуртов // О диалектах и говорах южноудмуртского наречия (сборник статей и материалов). Ижевск: Научно-исследовательский институт при Совете министров Удмуртской ССР.	/s/ and /z/ are restricted to recent borrowings.	1	56.3	58.0	87		0
440	Udmurt (Udmurt Tašly)	udm		15	99	2	Тараканов, И.В. 1959. Фонетические особенности бавлинского диалекта удмуртского языка (в свете экспериментальных данных). Тарту: Тартуский государственный университет.	[e̞] is an allophone of /ɛ/ word-medially if preceded by a vowel (except /ʉ/) or a palatal; /f/ and /t̻s̻/ are restricted to recent borrowings; /j/ is [i̯] in coda position.	1	54.3	53.1	87		0
441	English (Liverpool)	udm		3	8	3	Watson, Kevin. 2007. Liverpool English. Journal of the International Phonetic Association 37(3). 351–360.	Dental fricatives /θ, ð/ are often realised as dental stops [t̪, d̪] both word-initially, medially and finally, although dental fricatives are also found... Post-vocalic /r/ is absent in LE, so that words like car, farm, park are r-less. In prevocalicand intervocalic positions, /r/ is typically realised as [ɹ] or [ɾ]... LE is similar to other accents in the north of England in that the /g/ in <ng> clusters is maintained... For /t/, affrication is common word-initially, whilst spirantisation is common in intervocalic and word-final positions... As well as realising /t/ as an oral fricative, it can also be debuccalised to [h]... It is also common for speakers to realise /k/ as an affricate or a fricative, too, as the speaker’s various tokens of cloak testify... Fricativisation of /p/ also occurs, typically to [ɸ], but this is much less frequent than that of /t/ or /k/... Phonetic fricatives are also found for the voiced plosives /b, d, g/, although of these the lenition of /d/ is by far the most common. Because final-devoicing is common in LE, as it is in other varieties of English, the fricative realisations of /b, d, g/ are rarely voiced in final position (Watson 2007).	1	53.4200911	-2.9108429	181		0
442	Spanish (Murcian)	spa		3	15	1	Monroy, Rafael; and Juan Manuel Hernández-Campoy. 2015. Murcian Spanish. Journal of the International Phonetic Association 45.229–240.	The inventory of triphthongs may be incomplete.	1	38.1398141	-1.3662	177		0
443	Catalan (Mallorcan)	cat		3	15	2	Lloret, Maria-Rosa. 2011. La fonologia del català. Col. «El que sabem de...» Articles de suport a la docència. Barcelona: Santillana.	T = obstruent.	1	39.6	3.0	227		0
444	Catalan (Southern Valencian)	cat		3	15	2	Lloret, Maria-Rosa. 2011. La fonologia del català. Col. «El que sabem de...» Articles de suport a la docència. Barcelona: Santillana.	T = obstruent.	1	39.0	-0.2	227		0
445	Southern Tai (Ko Samui)	sou		9	70	1	Gedney, William J., and Thomas J. Hudak (eds.) 1997. William J. Gedney’s Tai dialect studies: glossaries, texts, and translations. Michigan papers on South and Southeast Asia no. 45. Ann Arbor, Mich: Center for South and Southeast Asian Studies, The University of Michigan.	The inventory of half-long vowels is incomplete.	1	9.5214157	100.0482144	111		0
446	Southern Tai (Surat)	sou		9	70	1	Gedney, William J., and Thomas J. Hudak (eds.) 1997. William J. Gedney’s Tai dialect studies: glossaries, texts, and translations. Michigan papers on South and Southeast Asia no. 45. Ann Arbor, Mich: Center for South and Southeast Asian Studies, The University of Michigan.	The phonemic status of [ʷr] is doubtful. The inventory of long vowels is clearly incomplete.	1	9.1382389	99.3217	111		0
447	Sindhi (Jacobabad)	snd		3	11	2	Raza, Sarfraz; Zahid, Agha Furrukh; Raza, Usman. 2004. Phonemic inventory of Sindhi and acoustic analysis of voiced implosives. CRULP Annual Student Report.		1	28.3	68.5	287		0
448	Solu Sherpa (Lukla)	xsr		4	41	1	Kelly, Barbara. 2004. A grammar and glossary of the Sherpa language. Tibeto-Burman languages of Nepal: Manange and Sherpa, ed. by Carol Genetti, 193–321. Pacific linguistics 557. Canberra: Pacific Linguistics Research School of Pacific and Asian Studies, Australian National University.	Breathy voice is on its way out. /ĩ/ is found only in verbal forms. /s/ appears finally only in one word. ‘Voiced stops are prenasalised in word-initial position.’ Perhaps we ought to replace voiced series with a voiced-prenasalised one.	1	27.686498	86.730259	237		0
449	Shan (Kunlong)	shn		9	70	1	Gedney, William J. 1994. Southwestern Tai dialects: glossaries, texts and translations. Michigan papers on South and Southeast Asia no. 42. Ann Arbor, Mich.: Center for South and Southeast Asian Studies, University of Michigan.	Морев 1983 reports initial clusters in generalised Shan.	1	23.416667	98.65	131		0
450	Shan (Luxi)	shn		9	70	1	Gedney, William J. 1994. Southwestern Tai dialects: glossaries, texts and translations. Michigan papers on South and Southeast Asia no. 42. Ann Arbor, Mich.: Center for South and Southeast Asian Studies, University of Michigan.	‘The spirants s, š, ž have been only superficially investigated.’	1	24.43369	98.588	131		0
451	Shan (Zhe Fang)	shn		9	70	1	Gedney, William J. 1994. Southwestern Tai dialects: glossaries, texts and translations. Michigan papers on South and Southeast Asia no. 42. Ann Arbor, Mich.: Center for South and Southeast Asian Studies, University of Michigan.		1	24.252679	98.276241	131		0
452	Northern Qiang (Hongyan)	cng		4	37	1	Evans, Jonathan P. 2006. Vowel quality in Hongyan Qiang. Language and Linguistics 7.937–960.		1	32.069054	103.118667	225		0
453	Nyaw (Sakhon Nakhon)	nyw		9	70	1	Gedney, William J., and Thomas J. Hudak (eds.) 1997. William J. Gedney’s Tai dialect studies: glossaries, texts, and translations. Michigan papers on South and Southeast Asia no. 45. Ann Arbor, Mich: Center for South and Southeast Asian Studies, The University of Michigan.	Vowel length was not investigated.	1	17.166421	104.148606	160		0
454	Phu Tai (Waritchaphum)	pht		9	70	1	Gedney, William J., and Thomas J. Hudak (eds.) 1997. William J. Gedney’s Tai dialect studies: glossaries, texts, and translations. Michigan papers on South and Southeast Asia no. 45. Ann Arbor, Mich: Center for South and Southeast Asian Studies, The University of Michigan.	Vowel length was not investigated.	1	17.2936988	103.636886	132		0
455	Northeastern Thai (Loei)	tts		9	70	1	Gedney, William J., and Thomas J. Hudak (eds.) 1997. William J. Gedney’s Tai dialect studies: glossaries, texts, and translations. Michigan papers on South and Southeast Asia no. 45. Ann Arbor, Mich: Center for South and Southeast Asian Studies, The University of Michigan.	Vowel length was not investigated.	1	17.4860232	101.7223	7		0
456	Northeastern Thai (Nakhon Phanom)	tts		9	70	1	Gedney, William J., and Thomas J. Hudak (eds.) 1997. William J. Gedney’s Tai dialect studies: glossaries, texts, and translations. Michigan papers on South and Southeast Asia no. 45. Ann Arbor, Mich: Center for South and Southeast Asian Studies, The University of Michigan.	Vowel length was not investigated.	1	17.392	104.77	7		0
457	Northeastern Thai (Nong Khai)	tts		9	70	1	Gedney, William J., and Thomas J. Hudak (eds.) 1997. William J. Gedney’s Tai dialect studies: glossaries, texts, and translations. Michigan papers on South and Southeast Asia no. 45. Ann Arbor, Mich: Center for South and Southeast Asian Studies, The University of Michigan.	Vowel length was not investigated.	1	17.8782803	102.7412638	7		0
458	Northeastern Thai (Roi Et)	tts		9	70	1	Gedney, William J., and Thomas J. Hudak (eds.) 1997. William J. Gedney’s Tai dialect studies: glossaries, texts, and translations. Michigan papers on South and Southeast Asia no. 45. Ann Arbor, Mich: Center for South and Southeast Asian Studies, The University of Michigan.	Vowel length was not investigated.	1	16.0538196	103.652	7		0
459	Iron Ossetic (Alagir)	oss		3	14	2	"Testen, David. 1997. Ossetic phonology. Kaye, Alan S., and Peter T. Daniels (eds.) Phonologies of Asia and Africa (including the Caucasus). Vol. 1, 707–731. Winona Lake, Indiana: Eisenbrauns; Бекоев, Д.Г. 1985. Иронский диалект осетинского языка. Цхинвали: Издательство ""Ирыстон""."	/kʰʷ/, /kʷ/, /g̊ʷ/, /kʼʷ/, /qʷ/, /χʷ/, /ʁʷ/ are found uphill.	1	43.04	44.22	378		0
460	Iron Ossetic (Ksani)	oss		3	14	2	"Testen, David. 1997. Ossetic phonology. Kaye, Alan S., and Peter T. Daniels (eds.) Phonologies of Asia and Africa (including the Caucasus). Vol. 1, 707–731. Winona Lake, Indiana: Eisenbrauns; Бекоев, Д.Г. 1985. Иронский диалект осетинского языка. Цхинвали: Издательство ""Ирыстон""."		1	42.12	44.48	378		0
461	Iron Ossetic (Kurtat)	oss		3	14	2	"Testen, David. 1997. Ossetic phonology. Kaye, Alan S., and Peter T. Daniels (eds.) Phonologies of Asia and Africa (including the Caucasus). Vol. 1, 707–731. Winona Lake, Indiana: Eisenbrauns; Бекоев, Д.Г. 1985. Иронский диалект осетинского языка. Цхинвали: Издательство ""Ирыстон""."		1	42.78	44.23	378		0
462	Iron Ossetic (Roka)	oss		3	14	2	"Testen, David. 1997. Ossetic phonology. Kaye, Alan S., and Peter T. Daniels (eds.) Phonologies of Asia and Africa (including the Caucasus). Vol. 1, 707–731. Winona Lake, Indiana: Eisenbrauns; Бекоев, Д.Г. 1985. Иронский диалект осетинского языка. Цхинвали: Издательство ""Ирыстон""."		1	42.57	44.12	378		0
463	Iron Ossetic (Tual-Ch)	oss		3	14	2	"Testen, David. 1997. Ossetic phonology. Kaye, Alan S., and Peter T. Daniels (eds.) Phonologies of Asia and Africa (including the Caucasus). Vol. 1, 707–731. Winona Lake, Indiana: Eisenbrauns; Бекоев, Д.Г. 1985. Иронский диалект осетинского языка. Цхинвали: Издательство ""Ирыстон""."		1	42.46	44.05	378		0
464	Iron Ossetic (Tual-S)	oss		3	14	2	"Testen, David. 1997. Ossetic phonology. Kaye, Alan S., and Peter T. Daniels (eds.) Phonologies of Asia and Africa (including the Caucasus). Vol. 1, 707–731. Winona Lake, Indiana: Eisenbrauns; Бекоев, Д.Г. 1985. Иронский диалект осетинского языка. Цхинвали: Издательство ""Ирыстон""."		1	42.68	44.02	378		0
465	Iron Ossetic (Upper Alagir)	oss		3	14	2	"Testen, David. 1997. Ossetic phonology. Kaye, Alan S., and Peter T. Daniels (eds.) Phonologies of Asia and Africa (including the Caucasus). Vol. 1, 707–731. Winona Lake, Indiana: Eisenbrauns; Бекоев, Д.Г. 1985. Иронский диалект осетинского языка. Цхинвали: Издательство ""Ирыстон""."		1	42.65	44.13	378		0
466	Iron Ossetic (Urs-Tual)	oss		3	14	2	"Testen, David. 1997. Ossetic phonology. Kaye, Alan S., and Peter T. Daniels (eds.) Phonologies of Asia and Africa (including the Caucasus). Vol. 1, 707–731. Winona Lake, Indiana: Eisenbrauns; Бекоев, Д.Г. 1985. Иронский диалект осетинского языка. Цхинвали: Издательство ""Ирыстон""."		1	42.53	44.1	378		0
467	Lao (Luang Prabang)	lao		9	70	1	Gedney, William J., and Thomas J. Hudak (eds.) 1997. William J. Gedney’s Tai dialect studies: glossaries, texts, and translations. Michigan papers on South and Southeast Asia no. 45. Ann Arbor, Mich: Center for South and Southeast Asian Studies, The University of Michigan.	Vowel length was not investigated.	1	19.8833959	102.1346874	214		0
468	Basque (Ondarroa)	eus		10	71	2	Hualde, José Ignacio. 1991. Basque phonology. London: Routledge.		1	43.3	-2.4	15		0
469	Scots (Northern)	sco		3	8	3	Millar, Robert McColl. 2007. Northern and Insular Scots. Edinburgh, Edinburgh University Press.		1	57.1499012	-2.1260369	181		0
470	Jeju	jje		22	122	5	Yeon, Jaehoon. 2012. Korean dialects: a general survey. Tranter (ed.), The languages of Japan and Korea. Routledge. 168-185.		0	33.5129	126.5232			0
471	Southeast Korean (Gyeongsang)	kor		22	122	5	Yeon, Jaehoon. 2012. Korean dialects: a general survey. Tranter (ed.), The languages of Japan and Korea. Routledge. 168-185.		1	35.866667	128.6	92		0
472	Southwest Korean (Jeolla)	kor		22	122	5	Yeon, Jaehoon. 2012. Korean dialects: a general survey. Nicolas Tranter (ed.), The languages of Japan and Korea. Routledge. 168-185.		1	35.159444	126.8525	92		0
473	Northwest Korean (Pyeongan)	kor		22	122	5	Yeon, Jaehoon. 2012. Korean dialects: a general survey. Nicolas Tranter (ed.), The languages of Japan and Korea. Routledge. 168-185.		1	39.019444	125.738056	92		0
474	Khasi	kha		8	59	5	Nagaraja, K. S. 2014. Standard Khasi. In Sidwell, Paul, and Mathias Jenny (eds.), The Handbook of Austroasiatic Languages. Leiden: Brill. 1145-1185.		0	24.98	92.0			0
475	Chong	cog		8	65	5	Premsrirat, Suwilai & Rojanakul, Nattamon. 2014. Chong. In Sidwell, Paul, and Mathias Jenny (eds.), The Handbook of Austroasiatic Languages. Leiden: Brill. 603-640.		0	12.52	102.51			0
476	Chrau	crw		8	57	5	Thomas, David D. 1971. Chrau Grammar. University of Hawaii Press.		0	10.8	107.29			0
477	Mon	mnw		8	137	5	Jenny, Mathias. 2014. Modern Mon. In Sidwell, Paul, and Mathias Jenny (eds.), The Handbook of Austroasiatic Languages. Leiden: Brill. 553-600.		0	15.49	98.12			0
478	Southern Vietnamese (Saigon)	vie		8	66	5	Brunelle, Marc. 2014. Vietnamese (Tiếng Việt). In Sidwell, Paul, and Mathias Jenny (eds.), The Handbook of Austroasiatic Languages. Leiden: Brill. 909-954.		1	10.8	106.65	190		0
479	Northern Khmer	kxm		8	60	5	Premsirat, Suwilai & Phuitsarakit, Orawan. 1996. The Characteristics and Distributions of Northern Khmer: The past, present and future of some dynamic final consonants. Mahidol University.		1	14.47	103.86	126		0
480	Jin	cjy		4	38	4	Shěn, Míng. 1994. Tàiyuán fāngyán cídiǎn 太原方言詞典 [A dictionary of the Taiyuan dialect]. Nanjing: Jiāngsū Jiāoyù Chūbǎnshè. 		0	37.866667	112.55			0
481	Mnar			8	59	1	Rymbai, Ruth. 2018. Typological characteristics of Mnar. North East Indian Linguistics (NEIL)8, 1-16.	Final /w/ and /j/ can also be treated as second components of diphthongs. /l, r, m, n, ŋ/ can serve as nuclei of first parts of sesquisyllables (cf. pynjip ‘cause to kill’).	0	25.897552	91.585171			0
482	Budukh	bdk	budu1248	5	47	1	Талибов Б.Б. Будухский язык. Москва: Academia, 2007.	/ts/ is found only in Russian borrowings. Uvular affricates are described as stops ‘following the Caucasological tradition’. Of four uvular plosives mentioned on p. 27, only three made it to the table on p. 35: /q/ is not mentioned there. Also out of three palato-alveolar affricates mentioned on p. 29, only two are mentioned in the table: /dʒ/ was left out.	0	41.182856	48.370708			0
483	Khinalugh	kjj	khin1240	5	44	1	Кибрик А.Е., Коздасов С.В., Оловянникова И.П. 1972. Фрагменты грамматики хиналугского языка. Москва: Издательство Московского университета.	/ø/ is found only in borrowings from Azeri. Palatals are treated as palatalised velars for the sake of simplicity of description.	0	41.182143	48.129267			0
484	Kryz (Alik)	kry	kryt1240	5	47	1	Gilles Authier. 2009. Grammaire kryz: Langue caucasique d’Azerbaïdjan, dialecte d’Alik. Paris: Peeters.	/qʲʼ/ and /kʲ/ serve to distinguish only one pair of words each. Plain (non-aspirated and non-glottalised) voiceless consonants are voiced after vowels, but voiceless word initially (/gʷ/, /q/, and /qʷ/ become voiced fricatives after vowels). /v/ is ‘practically’ in complementary distribution with /u/, but they are not treated as a single phoneme. /h/ has an epiglottal allophone, which used to be a distinct phoneme. Overall the description of consonants is inconsistent: the table of phonemes does not list all segments (all consonants with secondary articulations are missing), and the list of segments omits one sound from the table (“c”=tʃ/dʒ); a list of examples at the end of the chapter has a segment /χʷ/ not previously mentioned anywhere. /v/ is described as a fricative in the table and then again in the list of consonants, but the list of ‘Sonantes’ also has a /v/, presumably a /w/ (because sonorants are postulated not to participate in any oppositions, and /v/ is in opposition with /f/). The list of consonants therefore is not foolproof. /i/ has allophones [i] and [ɨ] in complementary distribution. /a/ is realised as [æ] near front consonants; however, in loanwords Azeri [æ] is adapted to [a]. In closed syllables, certain sequences of vowels + glides surface as rounded front vowels and /o/; the same vowels in Azeri borrowings, however, get adapted. /tʃ/ and /ɣ/ are not found in word-final position.	0	41.174437	48.235661		Kryts	0
485	Tsakhur (Mishlesh)	tkr	tsak1249	5	47	1	Кодзасов С.В. 1999. Фонетика. In: Кибрик А.Е., Тестелец Я.Г. (ред.) Элементы цахурского языка в типологическом освещении. Моква: Наследие, 14–47.	"R — sonorant, T — obstruent./tʷ, tʷː, tsʷʼ, ʃʷ, ʃʷː, hʷ/ are rare and were not included in the phonemic table in the source. Long segments are found only intervocalically and are split by syllabification. Therefore, they are not treated as phonemic, although they are included in the table of phonemes in the source. /ɘ/ is denoted as /ɨ/ in the source, although it is stated that it is a close-mid vowel. Glottal stop is realised as creaky voice but may resurface as a glottal stop or as an epiglottal stop (there is an inconsistency in the description) in the context of pharyngealisation. /h/ is pronounced as an epiglottal fricative when pharyngealised. Pharyngealisation is treated as a word-level prosody spreading from left to right and blocked by front vowels; in addition to changing the quality of vowels and laryngeals, it also leads to palatalisation of denti-alveolars and velars. Two other ‘timbre’ phenomena are noted but not investigated in detail: raised glottis leading to ‘emphatic palatalisation’ and ‘super clear’ pronunciation of vowels. /f/ is found only in borrowings. /qʰ/ is a plosive, which is uncommon in the languages of Daghestan. Uvulars are generally not as deep as in other Daghestanian languages.  Labialisation is losing its phonemic status in the speech of younger speakers. Palatalisation is weak: palatalised velars are not realised as palatals, and palatalised dentals are not affricated."	0	41.664858	47.089903		Caxur	0
486	Aghul (Huppuq’)	agx	aghu1253	5	47	1	Maisak Timur. 2008. The Agul language in its Daghestanian context. Paper presented at the Seminar on Noun Phrase Typology (TypoULM), École Normale Supérieure, Paris, November 17, 2008. https://www.academia.edu/255835/The_Agul_language_in_its_Daghestanian_context_2008_	"/æ, o/ are rare; /o/ is mostly found in Russian borrowings. /ʕ/ shares a column with /ʡ, ʜ/ so it may be a voiced epiglottal fricative."	0	41.836219	47.660186			0
487	Muslim Tat (Erzikyush-Dagkushchu)	ttt	musl1236	3	14	1	Грюнберг А.Л. 1963. Язык североазербайджанских татов. Ленинград: АН СССР.	"/ʒ, ʕ/ are used ‘sporadically or not in all dialects’. /ei/ is often realised as a monophthong [e]. Some words display vowel harmony (spreading from the root both to the left and to the right), which is not lexically regular."	0	40.954389	48.914125			0
488	Tangam		tang1377	4	40	1	Post, Mark. 2013. The Tangam language of Kugïng Tëërang. Paper presented at ICSTLL46.	The number and natures of tonal categories are not final.	0	28.955454	94.990659			0
489	Ta’Oi	tth		8	58	5	L-Thongkhum, Theraphan. 2001. ภาษาของนานาชนเผ่าในแขวงเซกอง ลาวใต้. กรุงเทพฯ : สำนักงานกองทุนสนับสนุนการวิจัย (สกว.).		0	16.19	107.06			0
490	Khamnigan Evenki	evn		11	72	5	Janhunen, Juha. 1991. Material on Manchurian Khamnigan Evenki. Helsinki: Finno-Ugrian Society.		1	50.39124	119.11702	189		0
491	Uilta	oaa		11	72	5	Tsumagari, Toshiro. 2009. Grammatical outline of Uilta (revised). Journal of the Graduate School of Letters 4. 1-21.		0	49.36	143.13		Orok	0
492	Nanai	gld		11	73	1	V.A. Avrorin. 1959. Grammatika nanajskogo jazyka. Vol. 1. Moscow: Akademia Nauk SSSR.	/j/ is not found syllable- and word-finally. Nasal vowels are found only word-finally. /ɪ̃/ is rare because it often becomes /ĩ/. Long nasal vowels are impossible on the surface because word-finally long vowels are shortened. However, they may be posited underlyingly based on alternations (ulẽ ‘good’ > uleːɲdʒi ‘well’).	0	49.281267	136.462078		Hezhen	0
493	Archi	aqc		5	47	1	Kibrik, A. E.; S. V. Kodzasov.; I. P. Olovjannikova.; and D. S. Samedov. 1977. Opyt strukturnogo opisanija archinskogo jazyka. Vol. 1. Izdatelstvo Moskovskogo universiteta.	"N — sonorant. Voiced plosives sometimes lose voicing. Pharyngealisation is postulated as a prosody."	0	42.240031	46.833793			0
494	Halbi	hlb	halb1244	3	11	1	F. Woods, “Sentence patterns in Halbi,” in Patterns in clause, sentence, and discourse in selected languages of India and Nepal. I: Sentence and discourse, R. S. Trail, Ed. SIL, 1973, pp. 35–123.	Precise phonetic values are not elaborated upon. Nasalised vowels may be phonetically long.	0	19.184159	81.924043			0
495	Kupia	key	kupi1238	3	11	1	R. B. Christmas and Christmas, J.E., “Sentence patterns in Kupia,” in Patterns in clause, sentence, and discourse in selected languages of India and Nepal. I: Sentence and discourse, R. S. Trail, Ed. SIL, 1973, pp. 125–195.	Precise phonetic values are not elaborated upon.	0	18.103151	82.654296			0
496	Marathi	mar	mara1378	3	11	1	Dhoṅgaḍe, Rameśa; and Kashi Wali. 2009. Marathi. London Oriental and African language library v. 13. Amsterdam ; Philadelphia: John Benjamins Pub. Co.	/ɒ, æ/ are used in English loanwords. Initial clusters mostly occur in Sanskrit and English borrowings and are split or prothesised in dialects.	0	19.299217	75.423381			0
497	Kashmiri	kas	kash1277	3	11	1	Koul, Omkar N.; and Kashi Wali. 2002. Kashmiri: A cognitive-descriptive grammar. Routledge.	Vowel-initial syllables are found only word initially. /ɔː/ is found in one word, according to some authorities, but this is analysis is disputed. /ɔ/ is also rare.	0	34.08505	74.799026			0
498	Konkani (Goa Hindu)	gom	goan1235	3	11	1	Miranda, Rocky V. 2003. Konkani. The Indo-Aryan Languages, ed. by George Cardona and Dhanesh Jain, 803–846. Routledge.		0	15.372239	74.039866			0
499	Bajjika			3	11	1	Kashyap, Abhishek. 2014. On the linguistic resources of Bajjika. The languages of Bihar, ed. by Vibha Chauban, 1–30. Orient Blackswan.	The precise phonetic value of the back vowel /ɒ/ and it nasalised counterpart is not certain.	0	26.165297	85.591924			0
500	Kanauji (Kanpur)	bjj	kana1281	3	11	1	Dwivedi, Pankaj; and Somdev Kar. 2016. Kanauji of Kanpur: A brief overview. Acta Linguistica Asiatica 6.101–119.	Final clusters are rare; geminates /d̪d̪ʰ, rr, pp, ll, kk, mm, ʈʈ/ are reported as final clusters — phonologically long consonants? /æ/ is found in English borrowings; /f, v, z, ʃ/ are used by speakers who know Hindi (presumably in Hindi borrowings).	0	26.29139	80.320851			0
501	Japanese	jpn	nucl1643	13	83	3	Labrune, Laurence. 2012. The Phonology of Japanese. New York: Oxford University Press.	"""Japanese /i/, /e/, and /o/ are slightly less tense than the corresponding cardinal vowels... /u/ is generally rather unrounded, especially in Tôkyô Japanese. Its phonetic quality varies between [ɯ], [ɯ̈], [ᶶ], and [ᶤ] (p. 26). The high vowels /i/ and /u/... have devoiced allophones in certain contexts, for example hiku° [çi̥kɯ] ‘to draw’, de su [desɯ̥] (p. 29). /a/ and /o/ also undergo devoicing but in a more occasional manner (p. 35). [T]he pronunciation of long e as [ei] is now spreading among some speakers of the standard language (p. 41). Sequences of two different vowels are very frequent in Modern Japanese. All the possible combinations between the five vocalic elements are attested, namely iu, ie, io, ia, ui, ue, uo, ua, ei, eu, eo, ea, oi, ou, oe, oa, ai, au, ae, ao. Each vowel in these sequences represents one mora, and is distinctly articulated... Sequences of three or four vowels, or even more, are easy to find (p. 54). I consider that it is mistaken to regard V1V2 sequences as diphthongs since I know of no phonetic or phonological evidence which would prove that they are. They are simply a succession of two distinct vocalic nuclei, each with its own prosodic weight representing one mora (p. 55). The alveolar plosive /t/ has three allophones: the apico-alveolar (or apico-dental) [t] before a,e, and o; two affricate consonants: [ʨ] before i and y and [ts] before u (p. 63). The consonant /d/ displays even more varied realizations: [d] before a,e, and o in any position, and, inside words, [ʑ] before i and y, and [z] or [dz] before u. Word-initially, it is frequently realized as [dʑ] before i and y, and as [dz] before u (p. 64). Some speakers realize /g/ as a plosive [ɡ] word-initially but as a nasal [ŋ] in intervocalic position under certain conditions... The fricative /s/ has two main allophones: [s] before u,e,o, and a, and a pre-dorso-palatal [ɕ] (or dorso-palatal [ç]) before i and y. The /z/ consonant has two or even three realizations: [z] before u, e, o, and a inside words; [ʑ] or [dʑ] before i and y, and finally, for certain speakers, [dz] before u, e, o, a word-initially or after the mora nasal /N/. Before u, the affricate consonant [dz] sometimes occurs even in word-internal position (p. 65). Although sh, j, and ch are sometimes transcribed by means of the IPA symbols [∫], [Ʒ], and [t∫], the closest IPA transcription of these sounds is [ɕ], [ʑ], and [tɕ] (or [ç], [ʝ], and [tç] before i and y), since they are actually alveolo-palatals or pre-dorso-palatals. Note in addition that they are articulated with no marked lip-rounding, and a flattened tongue blade (p. 67). [I]t is preferable to consider that they correspond phonologically to simple consonants followed by the palatal element y: sh [ɕ] = /sy/, j [ʑ] = /zy/ or /dy/, ch [tɕ] = /ty/ (p. 68). The fricative /h/ has the following realizations: [h] before a,e, and o, [ç] or [ɕ] before i and y for many speakers (especially in Tôkyô speech), and [ɸ] before u (p. 70). A rather peculiar segment realized as a moraic m (IPA [m̩]) is sometimes heard in the speech of older speakers, or in certain forms of the traditional Japanese theatre (p. 78). The nasal consonant /n/ is apico-dental or apico-alveolar. A majority of Japanese phoneticians mention a palatal realization [ɲ] before the vowel i and the glide y, but it seems to me that palatalization is not very marked... The phonological status of the dorso-velar nasal consonant [ŋ]... in Tôkyô Japanese has been a much debated issue (p. 79). The labiovelar glide /w/ is slightly less rounded than its English counterpart (for instance in way). Its phonetic realization is between that of the symbols [ɰ] and [w] of the IPA (p. 91). The prototypic realization of the only Japanese liquid /r/ is [ɾ], the apico-alveolar flap... Outside [ɾ], the following phonetic (social or regional) realizations are attested: [l], [ᶩ], [r], [rː], [d], [ɽ], [ɮ] (p. 93). [Consonants f [ɸ] and v [β]] result from the phonologization of sounds already existing in the language but with no phonemic status [prior to the influx of borrowings] (p. 98). The term “special segments” refers to the three moraic segments of Japanese, which constitute a rather unique feature of the language and have been granted special status in traditional Japanese analyses, namely the mora nasal /N/, the first part of an obstruent geminate /Q/ and the second part of a long vowel /R/ (p. 133). /N/, the mora nasal, is a generic nasal contoid, with no definite place of articulation. By default, in slow speech and before a pause, /N/ is a uvular realized with no dorsal occlusion and transcribed as [N]... Before oral or nasal labial stops /p/, /b/, /m/, it is realized as [m].., before the alveolars /t/, /d/, /n/, as [n].., and before the velars /k/ and /g/, as [ŋ]... Before the fricatives /h/, /s/, and /z/, be they palatalized or not, phoneticians disagree about its place of articulation: /N/ is either realized as the nasalized version of the preceding vowel.., as a fricative nasal, or even a nasalized high vowel [ɯ̃] or [ĩ]... Before the semiconsonants /w/ and /y/ and before vowels, the special segment /N/ is phonetically a nasal vowel whose quality is said to be that of the preceding vowel (p. 134). Another notable fact about /N/ is that it can never be linked to an onset position before a vowel. It can never be resyllabified either (p. 136). [T]he syllable is not a relevant unit in the phonology of Japanese (p. 143). The accent of Tôkyô Japanese consists of a distinctive lexical pitch accent (sometimes called musical accent). It is marked phonetically by the change from a high pitched mora (noted H henceforth) to a low pitched mora (L). The last mora of the word carrying the H tone before the drop towards L is regarded as the accented mora of the word, its prosodic peak, or accent kernel... The lexicon is divided into tonic words... and atonic words... A tonic word contains an HL sequence (in other words, a pitch drop), an atonic word does not (p. 180)."""	0	35.68333333	139.6833333			0
502	Puma	pum	puma1239	4	28	1	Sharma, Narayan. 2013. Puma phonology: A descriptive analysis. Nepalese Linguistics 28.211–217.	“Diphthongs are marginal in Puma. The diphthong /ai/ is more productive compared with others which occurs in about a dozen stems. The diphthongs /ui/, /au/, and /ʌi/ occur only in couple of stems, while /ia/ and /ae/ occur only in each stem” (p. 216). /ʈ, ʈʰ, ɖ, ɖʰ/ are mostly found in Nepali borrowings.	0	27.023365	87.121587			0
503	Balami			4	34	1	Gautam, Bhoj Raj. 2011. Acoustic analysis of the Balami phonemes. MA thesis. Tribhuvan University.	A list of licit word-final consonants is not provided, but it is noted that words ending in consonants are very rare.	0	27.784174	85.241728			0
504	Sadri	sck	sadr1248	3	11	1	Peterson, John; and Savita Kiran. 2011. Sadani / Sadri. Novyje indoarijskije jazyki, ed. by L.I. Kulikov, T.I. Oranskaya, and A.Yu. Rusakov, 367–379. Jazyki mira 16. Moskva: Academia.	The phonemic status of diphthongs is uncertain, and their list is incomplete (“most” diphthongs were also attested in nasalised versions; /V{w,j}/ may also be treated as diphthongs). /au/ and /ʌu/ may be in free variation.	0	23.490174	84.964575		Sadani	0
