iso_code	inventory_id	name	Contributor_ID	count_phonemes	count_consonants	count_vowels	count_tones	glot_fam	pop	forty_mean	continent	names	p_a	source	wals_code	wals_value	wals_p_a	round_count_tones	lat	lon
raw	multiple	Rawang (Mutwang)	multiple	34	20	14	1.5	Sino-Tibetan	63000	3.25	S/SE Asia	RAWANG	1	phoible	NA	NA	NA	2	27.5	97.5
rel	811	rendille	AA	33	21	10	2	Afro-Asiatic	60000	3.917	Africa	RENDILLE,RENDILLE_2	1	phoible	NA	NA	NA	2	2	37.5
rgr	NA	NA	NA	NA	NA	NA	NA	Arawakan	1	4.987	S America	RESIGARO,RESIGARO_2	1	wals	res	2	1	NA	-2.42	-71.5
rif	123	Shilha	SPA	49	45	4	0	Afro-Asiatic	4366000	4.375	Africa	BENI_SNOUS_WESTERN_ALGERIAN_BERBER,TARIFIT_BENI_IZNASSEN,TARIFIT_GUELAIA	0	phoible	NA	NA	NA	0	34.62	-1.64
rit	2979	Ritharrngu	ER	31	25	6	0	Pama-Nyungan	32	4.946	Australia	RITHARNGU	0	phoible	NA	NA	NA	0	-12.83	135.5
rjs	multiple	Rājbanshi	multiple	43	34	9	0	Indo-European	168300	3.569	W and SW Eurasia	RAJBANSHI	0	phoible	NA	NA	NA	0	26.5	87.7
rma	NA	NA	NA	NA	NA	NA	0	Chibchan	740	4.603	C America	RAMA	0	wals	ram	1	0	NA	11.75	-83.75
rmb	2663	Rembarrnga	ER	28	22	6	0	Gunwinyguan	38	5.094	Australia	RAINBARNGO	0	phoible	NA	NA	NA	0	-12.83	134.58
rmi	523	Lomavren	EA	NA	NA	NA	0	Indo-European	50	4.071	W and SW Eurasia	LOMAVREN	0	phoible	NA	NA	NA	0	40	45
rmt	multiple	Domari (Palestinian)	multiple	45	33	12	0	Indo-European	10	3.719	W and SW Eurasia	DOMARI,NAWAR_ZUTT	0	phoible	NA	NA	NA	0	31.78	35.22
rmy	multiple	greek Thrace Xoraxane Romane	multiple	36.5	27	9.5	0	Indo-European	538480	3.922	W and SW Eurasia	BANATISKI_GURBET_ROMANI,GURBET_ROMANI,LOVARA_ROMANI,MACEDONIAN_DZAMBAZI_ROMANIAN,SREMSKI_GURBET_ROMANI,VLAX_ROMANI	0	phoible	NA	NA	NA	0	45.4	20.18
rng	1546	Ronga	GM	69	64	5	0	Atlantic-Congo	424000	4.028	Africa	RONGA	0	phoible	NA	NA	NA	0	-26	32.5
roh	multiple	Vallader Romansh	multiple	46	27	19	0	Indo-European	40000	3.997	W and SW Eurasia	ROMANSH_GRISHUN,ROMANSH_SURMIRAN,ROMANSH_SURSILVAN,ROMANSH_VALLADER	0	phoible	rsc	1	0	0	46.55	9.93
ron	multiple	Rumanian	multiple	41	31	10	0	Indo-European	23425940	4.158	W and SW Eurasia	ROMANIAN,ROMANIAN_2,ROMANIAN_3	0	phoible	rom	1	0	0	46	25
roo	NA	NA	NA	NA	NA	NA	0	North_Bougainville	4320	5.472	NG and Oceania	ROTOKAS	0	wals	rtk	1	0	NA	-6	155.17
rro	NA	NA	NA	NA	NA	NA	0	Austronesian	15000	3.894	NG and Oceania	RORO	0	wals	ror	1	0	NA	-8.75	146.6
ruk	1068	Che; Rukuba; Kuche; Bache; Inchazi; Sale	PH	57	30	24	3	Atlantic-Congo	100000	2.763	Africa	CE	1	phoible	NA	NA	NA	3	9.83	8.58
run	989	Rundi	PH	29	22	5	2	Atlantic-Congo	10762850	3.545	Africa	J62_RUNDI,KIRUNDI,RUNDI	1	phoible	NA	NA	NA	2	-3.5	30
rus	multiple	Russian	multiple	40	34.5	5.5	0	Indo-European	153919510	4.231	W and SW Eurasia	NINILCHIK_RUSSIAN,RUSSIAN,RUSSIAN_2	0	phoible	rus	1	0	0	59.99	-151.54
rut	NA	NA	NA	NA	NA	NA	NA	Nakh-Daghestanian	36400	3.885	W and SW Eurasia	RUTUL	1	wals	rut	2	1	NA	41.5	47.42
sad	1652	Sandawe	GM	64	44	15	5	Sandawe	60000	3.797	Africa	SANDAWE	1	phoible	sdw	2	1	5	-5	35
sag	multiple	sango	multiple	43	26	12	5	Atlantic-Congo	599000	3.16	Africa	SANGO,SANGO_2,SANGO_3	1	phoible	san	2	1	5	5	18
sah	multiple	Yakut	multiple	44.5	26.5	18	0	Turkic	450000	3.763	N-C Asia	SAKHA,SAKHA_2	0	phoible	ykt	1	0	0	62	130
sat	multiple	Santali	multiple	51.5	30.5	21	0	Austroasiatic	6219300	3.876	S/SE Asia	BODOBELGHORIA_SANTALI,JABRI_SANTALI,PAHARPUR_SANTALI,PATICHORA_SANTALI,RAJARAMPUR_SANTALI,RASHIDPUR_SANTALI,RAUTNAGAR_SANTALI,SANTALI	0	phoible	NA	NA	NA	0	24.5	87
say	1370	Syan	GM	54	39	12	3	Afro-Asiatic	300000	3.873	Africa	GUUS_SIGIDI,SAYA,ZAAR	1	phoible	NA	NA	NA	3	9.67	9.35
saz	multiple	Kanigke:rgotti	multiple	42	32	10	0	Indo-European	185000	4.926	W and SW Eurasia	SAURASHTRA	0	phoible	NA	NA	NA	0	10.78	78.68
sba	799	ngambai	AA	34	18	13	3	Central_Sudanic	1377000	3.138	Africa	NGAMBAY	1	phoible	NA	NA	NA	3	8.67	16
sbf	1005	Shabo	PH	43	28	13	2	Shabo	400	3.77	Africa	SHABO	1	phoible	NA	NA	NA	2	7.58	35.42
sbu	multiple	Tod Tibetan	multiple	41	35	6	0	Sino-Tibetan	2500	3.615	S/SE Asia	TOD	0	phoible	NA	NA	NA	0	32.42	77.25
sce	multiple	Dongxiang	multiple	34	28	6	0	Mongolic	200000	4.135	N-C Asia	SANTA_MONGOLIAN	0	phoible	NA	NA	NA	0	31.5	107.5
sck	504	Sadri	EA	NA	NA	NA	0	Indo-European	3291180	3.868	S/SE Asia	SADRI	0	phoible	NA	NA	NA	0	19.42	83.56
scl	multiple	Shina	multiple	48	35	13	0	Indo-European	562400	3.636	W and SW Eurasia	ASTOR_SHINA,BAGROT_SHINA,BUNJI_SHINA,CHALT_SHINA,DAREL_SHINA,DASHKIN_SHINA,GILGIT_SHINA,GOHARABAD_SHINA,GULTARI_SHINA,GUPIS_SHINA,HARAMOSH_SHINA,HARBAN_SHINA,HUNZA_SHINA,JALKOT_SHINA,JELIL_CHILAS_SHINA,KACHURA_SHINA,KHARMANG_SHINA,KHINAR_CHILAS_SHINA,KOLAI_SHINA,NAGAR_SHINA,PALAS_SHINA,PUNIAL_SHINA,RONDU_SHINA,SATPARA_SHINA,SAZIN_SHINA,SHINA_2,SHINA_GURESI,SHINA_KOHISTANI,TANGIR_SHINA	0	phoible	NA	NA	NA	0	36	74
sco	multiple	Scots (Northern)	multiple	37	24	13	0	Indo-European	99200	3.199	W and SW Eurasia	SCOTS,SCOTS_2	0	phoible	NA	NA	NA	0	55.86	-4.26
scp	multiple	Yolmo	multiple	46	36	10	1	Sino-Tibetan	10200	3.888	S/SE Asia	HELAMBU_SHERPA	1	phoible	NA	NA	NA	1	27.92	85.63
sed	13	Sedang	SPA	53	39	14	0	Austroasiatic	97900	3.27	S/SE Asia	SEDANG	0	phoible	sed	1	0	0	14.83	108
see	76	Seneca	SPA	27	11	16	0	Iroquoian	100	4.1	E N America	SENECA	0	phoible	snc	1	0	0	42.5	-77.5
sef	multiple	Senoufo-Cebaara	multiple	40.5	23	14.5	3	Atlantic-Congo	862000	5.118	Africa	SENUFO_CEBAARA	1	phoible	snd	3	1	3	9.51	-6.15
sel	multiple	Taz Selkup	multiple	41	16	25	0	Uralic	1020	3.925	N-C Asia	NORTHERN_SELKUP,SELKUP	0	phoible	NA	NA	NA	0	65	82
seq	815	senoufo	AA	51	19	28	4	Atlantic-Congo	50000	4.2	Africa	SENARA_SENOUFU	1	phoible	NA	NA	NA	4	10.52	-5.32
ses	multiple	Songhai	multiple	42.5	28	14.5	0	Songhay	430000	3.962	Africa	KOROBORO_SENNI	0	phoible	NA	NA	NA	0	16	0
set	52	Sentani	SPA	17	10	7	0	Sentanic	30000	3.279	NG and Oceania	SENTANI	0	phoible	NA	NA	NA	0	-2.58	140.58
sgc	1387	Kipsigis	GM	37	14	19	4	Nilotic	1916000	3.783	Africa	KALENJIN	1	phoible	NA	NA	NA	4	0.5	35.27
sgh	334	Shughni	EA	NA	NA	NA	0	Indo-European	80000	3.449	S/SE Asia	SHUGHNI	0	phoible	NA	NA	NA	0	37.93	71.6
sgi	1317	Nizaa	GM	90	58	23	9	Atlantic-Congo	10000	2.708	Africa	NIZAA	1	phoible	NA	NA	NA	9	7.08	12.5
sgw	multiple	Muher	multiple	42.33	35.5	6.83	0	Afro-Asiatic	1480000	3.904	Africa	CHAHA,GETO	0	phoible	NA	NA	NA	0	8	37.5
shb	NA	NA	NA	NA	NA	NA	0	Yanomamic	1030	4.549	S America	NINAM,SHIRISHANA,YANAM,YANAM_2	0	wals	shi	1	0	NA	3.5	-62.83
shg	NA	NA	NA	NA	NA	NA	NA	Khoe-Kwadi	2000	3.054	Africa	SHUA	1	wals	det	2	1	NA	-20.5	24.5
shi	multiple	Tachelhit	multiple	55.5	52	3.5	0	Afro-Asiatic	7066000	4.125	Africa	TASHELHIT_IDA_USEMLAL	0	phoible	tas	1	0	0	29.53	-9.61
shk	1359	Shilluk	GM	54	25	26	3	Nilotic	175000	3.356	Africa	SHILLUK,SHILLUK_2	1	phoible	NA	NA	NA	3	9.67	31.75
shn	multiple	Shan (Luxi)	multiple	32.5	22.5	10	2.75	Tai-Kadai	3295000	3.122	S/SE Asia	NORTHERN_SHAN,SHAN,SHAN_2,SHAN_3,SHAN_4	1	phoible	sha	3	1	3	23.7	98.03
sho	1520	Shanga	GM	37	22	12	3	Mande	5400	2.912	Africa	SHANGA	1	phoible	NA	NA	NA	3	11.55	3.83
shp	NA	NA	NA	NA	NA	NA	0	Pano-Tacanan	22500	4.654	S America	KONIBO,SHIPIBO	0	wals	shk	1	0	NA	-7.5	-75
shs	NA	NA	NA	NA	NA	NA	0	Salishan	200	5.675	W N America	SHUSWAP	0	wals	shu	1	0	NA	52	-120
shv	multiple	Jibbali (Central)	multiple	38	30	8	0	Afro-Asiatic	59000	4.138	Africa	SAURI,SHEHRI	0	phoible	NA	NA	NA	0	17.5	55
shw	1499	Cwaya	GM	38	25	10	3	Heibanic	3500	3.975	Africa	SHIRUMBA	1	phoible	NA	NA	NA	3	11.12	30.38
sif	1627	Siamou	GM	41	22	14	5	Siamou	46400	2.844	Africa	SEME,SIAMOU	1	phoible	NA	NA	NA	5	11	-4.92
sin	multiple	Sinhalese	multiple	53	37	16	0	Indo-European	15218660	4.138	W and SW Eurasia	SINHALA	0	phoible	snh	1	0	0	7	80.5
sip	multiple	Denjongka	multiple	65	37	28	1.5	Sino-Tibetan	70300	3.611	S/SE Asia	SIKKIMESE	1	phoible	NA	NA	NA	2	27.83	88.5
siz	1610	Siwi	GM	38	26	12	0	Afro-Asiatic	20000	4.713	Africa	SIWA_BERBER,SIWI	0	phoible	NA	NA	NA	0	29.17	25.5
sja	NA	NA	NA	NA	NA	NA	0	Chocoan	3552	3.857	S America	EPENA_BASURUDO,EPENA_SAIJA	0	wals	epe	1	0	NA	3	-77
sjd	multiple	Kildin Saami	multiple	128	113	15	0	Uralic	350	4.188	N-C Asia	KILDIN_SAAMI,KILDIN_SAAMI_2	0	phoible	NA	NA	NA	0	67	37
skb	multiple	Saek	multiple	44	23	21	3	Tai-Kadai	3840	2.829	S/SE Asia	SAEK,SAEK_2,SAEK_3	1	phoible	NA	NA	NA	3	17.42	104.75
skd	NA	NA	NA	NA	NA	NA	0	Miwok-Costanoan	7	4.269	W N America	S_SIERRA_MIWOK	0	wals	mss	1	0	NA	37.5	-120
skr	510	Siraiki	EA	NA	NA	NA	0	Indo-European	20068000	3.271	S/SE Asia	SERAIKI	0	phoible	NA	NA	NA	0	34	71.41
skv	1013	Skou	PH	23	13	7	3	Sko	700	2.5	NG and Oceania	SKOU,TUMAWO	1	phoible	NA	NA	NA	3	-2.67	140.92
slc	NA	NA	NA	NA	NA	NA	0	Jodi-Saliban	1336	4.621	S America	SALIBA_COLUMBIA	0	wals	sba	1	0	NA	6	-70
sld	multiple	sissala	multiple	46.5	23	22.5	1	Atlantic-Congo	13000	3.84	Africa	SISAALA_BURKINA_FASO,SISAALA_BURKINA_FASO_2	1	phoible	NA	NA	NA	1	11.03	-2.5
slk	multiple	Slovak	multiple	44.5	29.5	15	0	Indo-European	5170200	4.075	W and SW Eurasia	SLOVAK,SLOVAK_2	0	phoible	NA	NA	NA	0	49	20
slr	multiple	Salar	multiple	43	31	12	0	Turkic	70000	3.656	N-C Asia	SALAR,SALAR_2	0	phoible	NA	NA	NA	0	35	103
slv	multiple	Slovene (Standard)	multiple	35	22	13	1	Indo-European	2037060	4.119	W and SW Eurasia	SLOVENIAN,SLOVENIAN_2	1	phoible	NA	NA	NA	1	46	15
slz	NA	NA	NA	NA	NA	NA	NA	Austronesian	4000	4.096	NG and Oceania	BUTLEH,MISOOL_MAYA,SALAWATI_MAAYA	1	wals	mya	3	1	NA	-0.9	130.97
sma	NA	NA	NA	NA	NA	NA	0	Uralic	600	5.562	W and SW Eurasia	SOUTH_SAAMI,SOUTHERN_SAAMI	0	wals	scs	1	0	NA	64.67	16.75
sme	2235	Northern Saami	UZ	74	63	11	0	Uralic	25700	5.119	N-C Asia	NORTH_SAAMI,NORTHERN_SAAMI	0	phoible	NA	NA	NA	0	69	24
sml	2208	Central Sama	UZ	36	30	6	0	Austronesian	105000	4.444	S/SE Asia	SAMAL	0	phoible	NA	NA	NA	0	5.42	120.67
sms	multiple	Skolt Saami (Suõʹnnʼjel)	multiple	75	51	24	0	Uralic	650	4.763	N-C Asia	SKOLT_SAAMI,SKOLT_SAAMI_2	0	phoible	NA	NA	NA	0	68	30
snd	multiple	Sindhi	multiple	60.33	44.67	15.67	0	Indo-European	24546460	3.537	W and SW Eurasia	SINDHI,SINDHI_2	0	phoible	sdh	1	0	0	26	69
snk	multiple	soninke	multiple	47	28.67	14.67	3.67	Mande	2084110	4.684	Africa	SONINKE,SONINKE_2,SONINKE_3,SONINKE_4	1	phoible	NA	NA	NA	4	15	-10.5
snm	1292	Madi	GM	59	47	9	3	Central_Sudanic	60000	2.972	Africa	SOUTHERN_MAADI_2,SOUTHERN_MAADI_3	1	phoible	NA	NA	NA	3	2.85	31.3
snv	34	Sa'ban	SPA	46	38	8	0	Austronesian	1960	3.943	S/SE Asia	SAABAN	0	phoible	NA	NA	NA	0	3.67	115.67
snw	1330	Sele	GM	33	18	12	3	Atlantic-Congo	11300	3.948	Africa	SELE	1	phoible	NA	NA	NA	3	7.4	0.5
som	127	Somali	SPA	52	30	20	2	Afro-Asiatic	16128400	3.994	Africa	SOMALI,SOMALI_2	1	phoible	som	2	1	2	3	45
sou	multiple	Soutern Tai (Ko Samui)	multiple	34	21	13	2.83	Tai-Kadai	4500000	3.25	S/SE Asia	SONGKHLA_THAI	1	phoible	NA	NA	NA	3	7.19	101
spa	multiple	Spanish	multiple	33.25	18.75	14.5	0	Indo-European	442384990	4.556	W and SW Eurasia	SPANISH,SPANISH_2	0	phoible	spa	1	0	0	40	-4
spl	59	Selepet	SPA	21	15	6	0	Nuclear_Trans_New_Guinea	7000	3.667	NG and Oceania	SELEPET	0	phoible	NA	NA	NA	0	-6.17	147.17
spp	NA	NA	NA	NA	NA	NA	NA	Atlantic-Congo	350000	4.173	Africa	SENOUFO_SUPYIRE	1	wals	sup	3	1	NA	11.5	-5.58
spt	multiple	Spiti Tibetan	multiple	40	33	7	1.5	Sino-Tibetan	10000	3.284	S/SE Asia	SPITI_BHOTI,SPITIAN	1	phoible	NA	NA	NA	2	31.1	77.17
spy	812	sabaot	AA	31	13	18	0	Nilotic	241000	5.25	Africa	SABAOT	0	phoible	NA	NA	NA	0	1	34.75
sqi	NA	NA	NA	NA	NA	NA	0	Indo-European	4242820	3.423	W and SW Eurasia	STANDARD_ALBANIAN	0	wals	alb	1	0	NA	41	20
sqt	NA	NA	NA	NA	NA	NA	0	Afro-Asiatic	70000	4.219	Africa	SOQOTRI,SOQOTRI_2	0	wals	soq	1	0	NA	12.5	54
squ	68	Squamish	SPA	37	30	7	0	Salishan	7	4.312	W N America	SQUAMISH	0	phoible	squ	1	0	0	49.67	-123.17
srb	multiple	Soːra	multiple	28.5	19.5	9	0	Austroasiatic	253000	4.36	S/SE Asia	SAVARA,SORA,SORA_2	0	phoible	sor	1	0	0	20	84.33
srh	337	Sarikoli	EA	NA	NA	NA	0	Indo-European	16000	3.923	S/SE Asia	SARIKOLI	0	phoible	NA	NA	NA	0	37.91	75.14
sro	multiple	Campidanese Sardinian (Sestu)	multiple	58	44	14	0	Indo-European	500000	4.487	W and SW Eurasia	SARDINIAN_CAMPIDANESE	0	phoible	NA	NA	NA	0	39.06	9.04
srq	118	Siriono	SPA	28	18	10	0	Tupian	190	3.571	S America	SIRIONO	0	phoible	srn	1	0	0	-15.58	-64
srr	816	sereer	AA	43	33	10	0	Atlantic-Congo	1410700	3.722	Africa	SEREER,SEREER_2,SEREER_3,SEREER_4,SERER_SINE	0	phoible	NA	NA	NA	0	14.5	-16.5
ssb	1667	Southern Sama	GM	23	17	6	0	Austronesian	260000	4.29	S/SE Asia	SIBUTU_SOUTHERN_SAMA	0	phoible	NA	NA	NA	0	4.5	118.5
str	69	Salish	SPA	43	36	7	0	Salishan	12	5.624	W N America	SAANICH,SALISH_STRAITS,SAMISH,SONGISH	0	phoible	NA	NA	NA	0	48.35	-123.25
sts	365	Shumashti	EA	NA	NA	NA	0	Indo-European	1000	3.289	S/SE Asia	SHUMASHTI	0	phoible	NA	NA	NA	0	34.48	70.57
sue	NA	NA	NA	NA	NA	NA	NA	Nuclear_Trans_New_Guinea	3600	3.737	NG and Oceania	SUENA	1	wals	sue	2	1	NA	-7.75	147.55
suk	1568	Sukuma	GM	57	38	14	5	Atlantic-Congo	8130000	3.577	Africa	F21_SUKUMA,KESUKUMA,SUKUMA,SUKUMA_2	1	phoible	NA	NA	NA	5	-2.83	32
sun	35	Sundanese	SPA	26	19	7	0	Austronesian	34000000	4.868	S/SE Asia	SUNDANESE	0	phoible	NA	NA	NA	0	-7	107
suq	1209	Suri	PH	31	22	7	2	Surmic	26900	4.119	Africa	SURI_CHAI,TIRMA	1	phoible	NA	NA	NA	2	5.33	35.33
sur	794	mwaghavul	AA	37	25	12	0	Afro-Asiatic	150000	3.557	Africa	MUPUN,MWAGHAVUL,SURA	0	phoible	NA	NA	NA	0	9.5	8.83
sus	822	soso	AA	35	21	14	0	Mande	1250110	4.089	Africa	SUSU,SUSU_2,SUSU_3,SUSU_4,SUSU_5	0	phoible	NA	NA	NA	0	10	-13
suw	1639	Sisumbwa	GM	32	20	10	2	Atlantic-Congo	361000	3.778	Africa	F23_SUMBWA_YEKE,SUMBWA,SUMBWA_2	1	phoible	NA	NA	NA	2	-3.67	32
sva	multiple	Svan (Upper Bal)	multiple	47	30	17	0	Kartvelian	14000	3.795	W and SW Eurasia	SVAN	0	phoible	NA	NA	NA	0	43	42.5
svs	NA	NA	NA	NA	NA	NA	0	Savosavo	2420	4.167	NG and Oceania	SAVOSAVO	0	wals	svs	1	0	NA	-9.13	159.8
swe	multiple	Swedish (Central)	multiple	35	18	17	0	Indo-European	9606320	3.504	W and SW Eurasia	JAMTLANDIC,SWEDISH,SWEDISH_2	0	phoible	NA	NA	NA	0	63	14.67
swh	multiple	Swahili	multiple	36.5	31.5	5	0	Atlantic-Congo	16010110	3.487	Africa	HADIMU,MWINI,MWINI_2,PEMBA,SWAHILI,SWAHILI_2,SWAHILI_CHIRAZI,SWAHILI_MAKUNDUCHI,SWAHILI_MVITA,SWAHILI_PATE,SWAHILI_PEMBA,SWAHILI_SUD,SWAHILI_TIKUU,SWAHILI_VUMBA,TIKUU,TIKUU_PATE,VUMBA	0	phoible	swa	1	0	0	-6.5	39
swi	multiple	Sui	multiple	61	46	15	4.5	Tai-Kadai	300120	2.833	S/SE Asia	SANDONG_SUI,SHUIQING_SUI,SUI,SUI_JUNG_CHIANG,SUI_LI_NGAM,SUI_PYO	1	phoible	sui	3	1	4	25.88	107.84
sxu	multiple	Upper Saxon	multiple	35	15.5	19.5	0	Indo-European	2000000	3.718	W and SW Eurasia	SAXON_UPPER	0	phoible	NA	NA	NA	0	51.33	12.48
sza	NA	NA	NA	NA	NA	NA	0	Austroasiatic	4100	4	S/SE Asia	SEMELAI	0	wals	sml	1	0	NA	3	103
taj	multiple	Tamang (Eastern)	multiple	47	19	28	2	Sino-Tibetan	1197500	2.29	S/SE Asia	TAMANG	1	phoible	tam	2	1	2	28	85.25
tam	multiple	Tamil	multiple	39.5	28	11.5	0	Dravidian	66678890	4.629	S/SE Asia	TAMIL,TAMIL_2,TAMIL_3	0	phoible	NA	NA	NA	0	11	78.5
tan	1567	Tangale	GM	60	40	18	2	Afro-Asiatic	200000	3.682	Africa	TANGALE	1	phoible	NA	NA	NA	2	9.75	11.33
taq	825	tamasheq	AA	43	22	21	0	Afro-Asiatic	500000	4.756	Africa	TAMASHEQ,TAMASHEQ_2	0	phoible	NA	NA	NA	0	14.05	-0.25
tat	multiple	Tatar (Standard)	multiple	43	29	14	0	Turkic	4983510	3.675	N-C Asia	KAZAN_TATAR,MISHER_TATAR,TATAR,TATAR_2	0	phoible	NA	NA	NA	0	56	49.5
tay	multiple	Atayal	multiple	25.5	18.5	7	0	Austronesian	84300	5.271	S/SE Asia	ATAYAL,CIULI_ATAYAL,MAYRINAX_ATAYAL,SKIKUN_ATAYAL,SQULIQ_ATAYAL	0	phoible	ata	1	0	0	24.5	121.33
taz	1429	Tocco	GM	27	15	10	2	Narrow_Talodi	2650	4.369	Africa	TOCHO,TOCHO_2	1	phoible	NA	NA	NA	2	10.83	30.25
tba	NA	NA	NA	NA	NA	NA	NA	Aikana	150	3.949	S America	AIKANA	1	wals	aik	2	1	NA	-12.67	-60.67
tbi	1616	Gaahmg	GM	49	34	12	3	Eastern_Jebel	93000	4	Africa	INGASSANA	1	phoible	igs	2	1	3	11.5	34
tbr	1663	Talasa	GM	55	39	14	2	Kadugli-Krongo	7300	4.588	Africa	KURONDI	1	phoible	NA	NA	NA	2	10.42	30.75
tbz	697	ditammari	AA	32	17	12	3	Atlantic-Congo	175300	4.871	Africa	DITAMMARI	1	phoible	NA	NA	NA	3	10.25	1.25
tca	115	Ticuna	SPA	38	18	11	9	Ticuna-Yuri	48580	4.576	S America	TIKUNA	1	phoible	tic	3	1	9	-4	-70.5
tcb	1168	Tanacross	PH	54	35	14	5	Athabaskan-Eyak-Tlingit	60	3.769	W N America	TANACROSS	1	phoible	NA	NA	NA	5	63.5	-143.5
tcf	NA	NA	NA	NA	NA	NA	NA	Otomanguean	37500	3.784	C America	TLAPANEC_MALINALTEPEC	1	wals	tlp	3	1	NA	17.27	-98.52
tcx	1793	Toda	RA	53	38	15	0	Dravidian	1560	3.862	S/SE Asia	TODA,TODA_2	0	phoible	NA	NA	NA	0	11.42	76.75
tcy	multiple	Tulu	multiple	35	22	13	0	Dravidian	1720000	5.179	S/SE Asia	TULU_INDIA,TULU_INDIA_2	0	phoible	tul	1	0	0	12.75	75.33
tcz	1792	Thaadou	RA	34	23	8	3	Sino-Tibetan	269200	3.194	S/SE Asia	CHIN_THADO	1	phoible	NA	NA	NA	3	24.42	93.92
tdd	multiple	Tai Nuea	multiple	29	19	10	3	Tai-Kadai	696500	3.116	S/SE Asia	DEHONG,DEHONG_TAI_NUEA,MANGSHI_TAI,MENGLIAN_TAI	1	phoible	NA	NA	NA	3	23.5	100.5
tea	multiple	Temiar	multiple	49	19	30	0	Austroasiatic	15000	4.053	S/SE Asia	TEMIAR	0	phoible	NA	NA	NA	0	5	101.5
ted	757	kroumen tépo	AA	39	17	18	4	Atlantic-Congo	31450	3.122	Africa	KRUMAN,KRUMEN_TEPO	1	phoible	NA	NA	NA	4	4.59	-7.26
teh	NA	NA	NA	NA	NA	NA	0	Chonan	NA	4.794	S America	TEHUELCHE	0	wals	teh	1	0	NA	-48	-68
tel	multiple	Telugu	multiple	54.33	40	14.33	0	Dravidian	74771240	5.122	S/SE Asia	TELUGU,TELUGU_2,TELUGU_3,TELUGU_4	0	phoible	tel	1	0	0	16	79
tem	multiple	themne	multiple	33	18	12	3	Atlantic-Congo	1870000	3.115	Africa	TEMNE,TEMNE_2,TEMNE_3,TEMNE_4,TEMNE_5,THEMNE	1	phoible	tne	2	1	3	8.6	-12.7
teq	NA	NA	NA	NA	NA	NA	NA	Temeinic	13000	5.075	Africa	TEMEIN	1	wals	tmn	2	1	NA	11.92	29.42
tes	1700	Tengger	GM	42	20	22	0	Austronesian	80000	4.645	S/SE Asia	TENGGER_NGADAS	0	phoible	NA	NA	NA	0	-7.92	112.5
tet	1680	Tetun	GM	18	13	5	0	Austronesian	463500	4.241	S/SE Asia	TETUN	0	phoible	ttn	1	0	0	-9	126
teu	1476	Soo	GM	28	18	10	0	Kuliak	50	3	Africa	TEPES	0	phoible	NA	NA	NA	0	2.58	34.75
tew	93	Tewa	SPA	57	34	19	4	Kiowa-Tanoan	1500	3.029	E N America	TEWA_ARIZONA,TEWA_SAN_JUAN_PUEBLO,TEWA_SANTA_CLARA	1	phoible	NA	NA	NA	4	35.83	-110.42
tey	1416	Tulishi	GM	59	37	19	3	Kadugli-Krongo	2500	4.521	Africa	KAMDANG,TULISHI	1	phoible	NA	NA	NA	3	11.42	29.17
tgc	NA	NA	NA	NA	NA	NA	0	Austronesian	6000	3.941	NG and Oceania	TIGAK	0	wals	tgk	1	0	NA	-2.72	150.8
tgk	multiple	Tajik (Bukhara)	multiple	29	23	6	0	Indo-European	7863220	4.1	W and SW Eurasia	TAJIK	0	phoible	NA	NA	NA	0	38.4	70
tgl	multiple	Tagalog	multiple	26	19.33	6.67	0	Austronesian	23402390	4.681	S/SE Asia	MARINDUQUE_TAGALOG,TAGALOG	0	phoible	tag	1	0	0	15	121
tha	multiple	Thai	multiple	46	21	19.5	5.33	Tai-Kadai	20558630	3.213	S/SE Asia	KHORAT_THAI,SIAMESE,SIAMESE_2,TAI,THAI,THAI_2,THAI_3	1	phoible	tha	3	1	5	14.98	102.1
thd	2923	Thaayorre	ER	26	16	10	0	Pama-Nyungan	24	3.816	Australia	THAYORE	0	phoible	NA	NA	NA	0	-14.35	141.5
thm	1216	Aheu; Thavung	PH	47	20	23	4	Austroasiatic	700	3.583	S/SE Asia	THAVUNG_SO	1	phoible	NA	NA	NA	4	17.42	103.33
ths	multiple	Thakali	multiple	29	19	10	2	Sino-Tibetan	6000	2.763	S/SE Asia	MARPHATAN_THAKALI,THAKALI	1	phoible	NA	NA	NA	2	29	83.45
thv	NA	NA	NA	NA	NA	NA	0	Afro-Asiatic	77000	4.469	Africa	TAMAHAQ_TAHAGGART,TAMAHAQ_TAHAGGART_2	0	wals	tug	1	0	NA	23	6
tic	1375	Tira	GM	42	26	16	0	Heibanic	40000	3.974	Africa	TIRO	0	phoible	NA	NA	NA	0	10.97	30.95
tig	130	Tigre	SPA	54	47	7	0	Afro-Asiatic	1290000	4.35	Africa	TIGRE,TIGRE_2	0	phoible	tgr	1	0	0	16.5	38.5
tik	832	tikar	AA	46	27	14	5	Atlantic-Congo	110000	3.202	Africa	TIKAR,TIKAR_2,TIKAR_AKUEN,TWUMWU	1	phoible	NA	NA	NA	5	5.9	11.6
tir	1350	Tigrinya	GM	39	32	7	0	Afro-Asiatic	7503200	4.517	Africa	TIGRIGNA,TIGRINYA,TIGRINYA_2	0	phoible	NA	NA	NA	0	14.5	38.5
tiv	1331	Tiv	GM	40	31	6	3	Atlantic-Congo	4000000	3.162	Africa	TIV,TIV_1,TIV_2	1	phoible	NA	NA	NA	3	7.5	8.8
